taxon,hex_colour
Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17,#501AD9
Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17,#906BD7
Candidatus Peregrinibacteria bacterium HGW-Peregrinibacteria-1,#D5191A
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_39_12,#9364F7
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_48_20,#A7280A
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_02_FULL_39_10,#F19B48
Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_02_FULL_48_14,#61DAC1
Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_41_18,#4DD0F1
Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_32_7,#F622AA
Candidatus Peribacter,#C412A9
Candidatus Peribacter riflensis,#D7143F
Candidatus Peribacterales,#B845E0
Candidatus Peribacteria,#3BF33C
Candidatus Peribacteria bacterium,#B80F0E
Candidatus Peribacteria bacterium GW2011_GWC2_54_8,#E455DE
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_51_35,#1A6AF6
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_51_9,#97275F
Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_55_13,#9F1E7A
Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_51_15,#BEF028
Candidatus Peribacteria bacterium RIFCSPLOWO2_01_FULL_51_18,#D436A0
Candidatus Peribacteria bacterium RIFCSPLOWO2_02_FULL_51_10,#50C634
Candidatus Peribacteria bacterium RIFCSPLOWO2_12_FULL_53_10,#2643CE
Candidatus Peribacteria bacterium RIFOXYC2_FULL_58_10,#D32A60
Candidatus Peribacteria bacterium RIFOXYD2_FULL_58_15,#0EB44E
Candidatus Phaeomarinobacter,#D8299D
Candidatus Phaeomarinobacter ectocarpi,#154AB9
Candidatus Photodesmus,#BA1336
Candidatus Photodesmus blepharus,#BB7A26
Candidatus Photodesmus katoptron,#CDEB70
Candidatus Phycorickettsia,#DD8942
Candidatus Phycorickettsia trachydisci,#52C22B
Candidatus Phycosocius,#35AA14
Candidatus Phycosocius bacilliformis,#DFB97A
Candidatus Phytoplasma,#4335F3
Candidatus Phytoplasma mali,#2B8BB0
Candidatus Phytoplasma pruni,#DA3CEB
Candidatus Phytoplasma sacchari,#E13244
Candidatus Phytoplasma ziziphi,#20C862
Candidatus Planktophila,#7F72D8
Candidatus Planktophila dulcis,#4F50D0
Candidatus Planktophila lacus,#B82393
Candidatus Planktophila limnetica,#CC6AE2
Candidatus Planktophila sp.,#F1638D
Candidatus Planktophila versatilis,#A7661A
Candidatus Poribacteria,#E3641B
Candidatus Poribacteria bacterium,#6A2EBA
Candidatus Portiera,#816EDB
Candidatus Portiera aleyrodidarum,#6035D7
Candidatus Portnoybacteria,#75F05C
Candidatus Portnoybacteria bacterium CG02_land_8_20_14_3_00_45_8,#BA1BCB
Candidatus Portnoybacteria bacterium CG03_land_8_20_14_0_80_41_10,#179D35
Candidatus Portnoybacteria bacterium CG06_land_8_20_14_3_00_39_12,#5B67ED
Candidatus Portnoybacteria bacterium CG08_land_8_20_14_0_20_40_83,#1C98F4
Candidatus Portnoybacteria bacterium CG10_big_fil_rev_8_21_14_0_10_36_7,#4FC7D2
Candidatus Portnoybacteria bacterium CG10_big_fil_rev_8_21_14_0_10_38_18,#5DF5EB
Candidatus Portnoybacteria bacterium CG10_big_fil_rev_8_21_14_0_10_44_7,#D19E4C
Candidatus Portnoybacteria bacterium CG11_big_fil_rev_8_21_14_0_20_40_15,#5DF194
Candidatus Portnoybacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_37_13,#A20F6D
Candidatus Portnoybacteria bacterium CG_4_10_14_0_2_um_filter_39_11,#9A7F27
Candidatus Portnoybacteria bacterium CG_4_10_14_0_2_um_filter_43_36,#9C2CBB
Candidatus Portnoybacteria bacterium CG_4_10_14_0_2_um_filter_44_20,#B41189
Candidatus Portnoybacteria bacterium CG_4_10_14_0_8_um_filter_40_50,#97DA2D
Candidatus Portnoybacteria bacterium CG_4_8_14_3_um_filter_40_10,#D1252C
Candidatus Portnoybacteria bacterium CG_4_9_14_3_um_filter_40_10,#15D54B
Candidatus Portnoybacteria bacterium CG_4_9_14_3_um_filter_43_11,#9E2A77
Candidatus Portnoybacteria bacterium CG_4_9_14_3_um_filter_44_9,#BEBF34
Candidatus Portnoybacteria bacterium RBG_13_40_8,#5F41E4
Candidatus Portnoybacteria bacterium RBG_13_41_18,#4DE033
Candidatus Portnoybacteria bacterium RBG_19FT_COMBO_36_7,#59D483
Candidatus Portnoybacteria bacterium RIFCSPHIGHO2_01_FULL_39_19,#123AD2
Candidatus Portnoybacteria bacterium RIFCSPHIGHO2_02_FULL_39_12,#14CD21
Candidatus Portnoybacteria bacterium RIFCSPHIGHO2_02_FULL_40_23,#D51B6C
Candidatus Portnoybacteria bacterium RIFCSPHIGHO2_12_FULL_40_11,#28B189
Candidatus Portnoybacteria bacterium RIFCSPLOWO2_01_FULL_43_11,#D0864E
Candidatus Portnoybacteria bacterium RIFCSPLOWO2_02_FULL_39_11,#38DF0E
Candidatus Portnoybacteria bacterium RIFCSPLOWO2_02_FULL_40_15,#A5EE59
Candidatus Poseidoniales,#12D43D
Candidatus Poseidoniales archaeon,#B8DB6F
Candidatus Poseidoniia,#1FA381
Candidatus Profftia,#3184F9
Candidatus Profftia lariciata,#57199A
Candidatus Profftia sp. (ex Adelges kitamiensis),#90E56D
Candidatus Prometheoarchaeum,#3A3CD1
Candidatus Prometheoarchaeum syntrophicum,#C32AD9
Candidatus Promineofilum,#1DC814
Candidatus Promineofilum breve,#0AD9D2
Candidatus Propionivibrio aalborgensis,#E11595
Candidatus Protochlamydia,#1087F5
Candidatus Protochlamydia amoebophila,#F39454
Candidatus Protochlamydia naegleriophila,#E9816C
Candidatus Pseudothioglobus,#5EE3B6
Candidatus Pseudothioglobus singularis,#D89033
Candidatus Puniceispirillum,#C22654
Candidatus Puniceispirillum marinum,#56E05D
Candidatus Puniceispirillum sp. TMED176,#93F32A
Candidatus Puniceispirillum sp. TMED213,#0FF414
Candidatus Puniceispirillum sp. TMED245,#7640DD
Candidatus Puniceispirillum sp. TMED52,#D961EC
Candidatus Purcelliella,#848F24
Candidatus Purcelliella pentastirinorum,#2EC461
Candidatus Raymondbacteria,#65EB7C
Candidatus Raymondbacteria bacterium RifOxyB12_full_50_8,#21669B
Candidatus Raymondbacteria bacterium RIFOXYB2_FULL_49_35,#36A926
Candidatus Reconcilbacillus,#B90B40
Candidatus Reconcilbacillus cellulovorans,#7A10B9
Candidatus Regiella,#15149F
Candidatus Regiella insecticola,#D26037
Candidatus Rhabdochlamydia,#18B55D
Candidatus Rhabdochlamydia oedothoracis,#E7195C
Candidatus Rhabdochlamydia porcellionis,#29B520
Candidatus Rhabdochlamydia sp. T3358,#C61FBA
Candidatus Rhodobacter lobularis,#6F78E5
Candidatus Rhodoluna planktonica,#D56331
Candidatus Rickettsiella isopodorum,#8E52DA
Candidatus Riesia,#E86A1F
Candidatus Riesia pediculicola,#74D9D0
Candidatus Riesia pediculischaeffi,#B154D4
Candidatus Riflebacteria,#53A528
Candidatus Riflebacteria bacterium GWC2_50_8,#6DE5E1
Candidatus Riflebacteria bacterium HGW-Riflebacteria-1,#21B658
Candidatus Riflebacteria bacterium HGW-Riflebacteria-2,#86F132
Candidatus Riflebacteria bacterium RBG_13_59_9,#F4B127
Candidatus Rifleibacterium amylolyticum,#391E92
Candidatus Riflemargulisbacteria,#64C7ED
Candidatus Roizmanbacteria,#F632A2
Candidatus Roizmanbacteria bacterium,#2AD8B4
Candidatus Roizmanbacteria bacterium CG03_land_8_20_14_0_80_35_26,#F240BD
Candidatus Roizmanbacteria bacterium CG03_land_8_20_14_0_80_36_21,#1923B0
Candidatus Roizmanbacteria bacterium CG03_land_8_20_14_0_80_39_12,#AFDB74
Candidatus Roizmanbacteria bacterium CG06_land_8_20_14_3_00_34_14,#A87907
Candidatus Roizmanbacteria bacterium CG07_land_8_20_14_0_80_34_15,#4F12EB
Candidatus Roizmanbacteria bacterium CG09_land_8_20_14_0_10_41_9,#2770D5
Candidatus Roizmanbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_39_12,#0D9CBF
Candidatus Roizmanbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_39_6,#21C238
Candidatus Roizmanbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_37_16,#094ED7
Candidatus Roizmanbacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_39_7,#244896
Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_33_16,#CB276E
Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_34_12,#98109D
Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_35_9,#0FF214
Candidatus Roizmanbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_35_49,#A519D1
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_2_um_filter_36_9,#992060
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_2_um_filter_39_12,#33D013
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_2_um_filter_39_13,#7820C1
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_8_um_filter_33_9,#D169F0
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_8_um_filter_35_28,#F10E78
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_8_um_filter_36_36,#24CD46
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_8_um_filter_39_9,#B90962
Candidatus Roizmanbacteria bacterium CG_4_10_14_3_um_filter_33_21,#D77F50
Candidatus Roizmanbacteria bacterium CG_4_10_14_3_um_filter_39_13,#CD1F68
Candidatus Roizmanbacteria bacterium CG_4_8_14_3_um_filter_35_14,#58F9B5
Candidatus Roizmanbacteria bacterium CG_4_8_14_3_um_filter_36_12,#9551F8
Candidatus Roizmanbacteria bacterium CG_4_9_14_0_2_um_filter_39_13,#1A91CF
Candidatus Roizmanbacteria bacterium CG_4_9_14_0_8_um_filter_34_12,#1F7ED7
Candidatus Roizmanbacteria bacterium CG_4_9_14_3_um_filter_33_18,#6459D2
Candidatus Roizmanbacteria bacterium CG_4_9_14_3_um_filter_36_11,#7B57F9
Candidatus Roizmanbacteria bacterium GW2011_GWA1_41_13,#829821
Candidatus Roizmanbacteria bacterium GW2011_GWA2_32_13,#981880
Candidatus Roizmanbacteria bacterium GW2011_GWA2_34_18,#AC08CE
Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_19,#22A375
Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_8,#F33741
Candidatus Roizmanbacteria bacterium GW2011_GWA2_36_23,#EF5AB4
Candidatus Roizmanbacteria bacterium GW2011_GWA2_37_7,#5C28D7
Candidatus Roizmanbacteria bacterium GW2011_GWC2_34_23,#F5166F
Candidatus Roizmanbacteria bacterium GW2011_GWC2_41_7,#B22A2C
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12b,#16F3D5
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12c,#0A33BA
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_8,#A0F048
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_13b,#6BAD2F
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_9b,#53F8B0
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_38_11,#E52BEB
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_33_9,#B23E1E
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_36_11,#DA394C
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_37_9b,#99188A
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_41_11,#85F168
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_42_10,#0CF780
Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_44_10,#1520D2
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_35_13,#5CD558
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_12,#EB48D4
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_13,#65D517
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_16,#70DEB2
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_57,#74D62C
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_38_11,#D46157
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_38_12,#C10A75
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_39_19,#5D1AD5
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_42_14,#48F40F
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_44_13,#F3E242
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_45_11,#BB2735
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_38_10,#EB5E49
Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_41_9,#9CD719
Candidatus Rokubacteria,#00A6A6
Candidatus Rokubacteria bacterium,#89CE1C
Candidatus Rokubacteria bacterium 13_1_20CM_2_68_19,#24B136
Candidatus Rokubacteria bacterium 13_1_20CM_2_69_58,#A85FDA
Candidatus Rokubacteria bacterium 13_1_20CM_2_70_7,#F825E9
Candidatus Rokubacteria bacterium 13_1_20CM_4_68_9,#6A199D
Candidatus Rokubacteria bacterium 13_1_20CM_4_70_13,#D360F6
Candidatus Rokubacteria bacterium 13_1_20CM_4_70_14,#1DC049
Candidatus Rokubacteria bacterium 13_1_20CM_70_15,#D30794
Candidatus Rokubacteria bacterium 13_1_40CM_2_68_13,#F56F28
Candidatus Rokubacteria bacterium 13_1_40CM_2_68_8,#E8E85F
Candidatus Rokubacteria bacterium 13_1_40CM_2_70_45,#3BCBF1
Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38,#790EA0
Candidatus Rokubacteria bacterium 13_1_40CM_4_67_11,#3807BA
Candidatus Rokubacteria bacterium 13_1_40CM_4_69_39,#3C3DDB
Candidatus Rokubacteria bacterium 13_1_40CM_4_69_5,#CA1166
Candidatus Rokubacteria bacterium 13_1_40CM_68_15,#B92956
Candidatus Rokubacteria bacterium 13_1_40CM_69_27,#CCEA52
Candidatus Rokubacteria bacterium 13_1_40CM_69_96,#A68816
Candidatus Rokubacteria bacterium 13_2_20CM_2_64_8,#A6591B
Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11,#BF7A1C
Candidatus Rokubacteria bacterium 13_2_20CM_69_10,#8457F9
Candidatus Rokubacteria bacterium 13_2_20CM_69_15_1,#1F459A
Candidatus Rokubacteria bacterium 13_2_20CM_69_15_2,#F77017
Candidatus Rokubacteria bacterium 13_2_20CM_70_12,#D3328A
Candidatus Rokubacteria bacterium CSP1-6,#14C370
Candidatus Rokubacteria bacterium GWA2_70_23,#7362E6
Candidatus Rokubacteria bacterium GWA2_73_35,#51B61D
Candidatus Rokubacteria bacterium GWC2_70_16,#DEBE7B
Candidatus Rokubacteria bacterium GWC2_70_24,#B2531B
Candidatus Rokubacteria bacterium GWF2_70_14,#D4B553
Candidatus Rokubacteria bacterium RBG_16_73_20,#C0EA4D
Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_69_13,#9F292B
Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26,#2267D7
Candidatus Rokubacteria bacterium RIFCSPHIGHO2_12_FULL_73_22,#C71485
Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_68_19,#58E4DA
Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_71_18,#2BAD98
Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37,#62B519
Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_73_56,#23E4AF
Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_69_21,#C43660
Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_19,#34D56E
Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_22,#EADA65
Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47,#B1C023
Candidatus Roseilinea,#5E7EF9
Candidatus Roseilinea sp. NK_OTU-006,#78EB3F
Candidatus Rubidus,#53E593
Candidatus Rubidus massiliensis,#361AA2
Candidatus Ruthia,#E85DC6
Candidatus Ruthia magnifica,#62E736
Candidatus Ryanbacteria,#E3B05F
Candidatus Ryanbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_43_42,#D5BE50
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_45_22,#E49674
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_48_27,#DE5D98
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_48_80,#58EB9D
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_13b,#4FF70D
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_17b,#95641B
Candidatus Ryanbacteria bacterium RIFCSPLOWO2_01_FULL_48_26,#C9DB52
Candidatus Ryanbacteria bacterium RIFCSPLOWO2_02_FULL_45_11c,#60F098
Candidatus Saccharibacteria,#EBBB50
Candidatus Saccharibacteria bacterium,#AC0934
Candidatus Saccharibacteria bacterium 32-49-10,#739FE3
Candidatus Saccharibacteria bacterium 32-49-12,#6E14D1
Candidatus Saccharibacteria bacterium 32-50-10,#6EAA11
Candidatus Saccharibacteria bacterium 49-20,#F4A762
Candidatus Saccharibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_47_8,#ED2923
Candidatus Saccharibacteria bacterium CG_4_10_14_0_2_um_filter_52_9,#E261C2
Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10,#EEE84A
Candidatus Saccharibacteria bacterium GW2011_GWC2_48_9,#F5454D
Candidatus Saccharibacteria bacterium HGW-Saccharibacteria-1,#EB443C
Candidatus Saccharibacteria bacterium oral taxon 955,#1D9794
Candidatus Saccharibacteria bacterium QS_5_54_17,#647FDA
Candidatus Saccharibacteria bacterium RAAC3_TM7_1,#6661E8
Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_01_FULL_46_30,#DAB321
Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_47_17,#B50969
Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_49_19,#0BD960
Candidatus Saccharibacteria bacterium SW_7_54_9,#8FE574
Candidatus Saccharicenans,#299978
Candidatus Saccharicenans subterraneum,#5ADF4B
Candidatus Saccharimonas,#15C937
Candidatus Saccharimonas sp.,#E36275
Candidatus Saganbacteria bacterium,#E06C77
Candidatus Saganbacteria bacterium CG08_land_8_20_14_0_20_45_16,#8121A5
Candidatus Sarmatiella,#A3931A
Candidatus Sarmatiella mevalonica,#53CCF4
Candidatus Scalindua,#53EE82
Candidatus Scalindua brodae,#F8632D
Candidatus Scalindua japonica,#92D96D
Candidatus Scalindua rubra,#4D9228
Candidatus Scalindua sp.,#37EC78
Candidatus Scalindua sp. AMX11,#5F16DA
Candidatus Scalinduaceae,#50EC87
Candidatus Schekmanbacteria,#A22A88
Candidatus Schekmanbacteria bacterium,#D7604D
Candidatus Schekmanbacteria bacterium GWA2_38_11,#891DB3
Candidatus Schekmanbacteria bacterium GWA2_38_9,#3CDEDE
Candidatus Schekmanbacteria bacterium RBG_13_48_7,#F0584C
Candidatus Schekmanbacteria bacterium RBG_16_38_10,#26AB27
Candidatus Schekmanbacteria bacterium RBG_16_38_11,#E18252
Candidatus Schekmanbacteria bacterium RIFCSPHIGHO2_02_FULL_38_11,#4CA228
Candidatus Schekmanbacteria bacterium RIFCSPLOWO2_12_FULL_38_15,#9711D9
Candidatus Schmidhempelia,#D637A7
Candidatus Schmidhempelia bombi,#EE1B0A
Candidatus Schneideria,#06B2AB
Candidatus Schneideria nysicola,#4FDAE9
Candidatus Sedimenticola endophacoides,#2432D2
Candidatus Shapirobacteria,#06B2C1
Candidatus Shapirobacteria bacterium,#AFB70B
Candidatus Shapirobacteria bacterium CG03_land_8_20_14_0_80_39_12,#558BEA
Candidatus Shapirobacteria bacterium CG06_land_8_20_14_3_00_40_12,#4567E5
Candidatus Shapirobacteria bacterium CG07_land_8_20_14_0_80_39_12,#E43B23
Candidatus Shapirobacteria bacterium CG07_land_8_20_14_0_80_39_18,#59EC8D
Candidatus Shapirobacteria bacterium CG09_land_8_20_14_0_10_38_17,#2151A0
Candidatus Shapirobacteria bacterium CG09_land_8_20_14_0_10_39_12,#BDE773
Candidatus Shapirobacteria bacterium CG09_land_8_20_14_0_10_47_13,#7FB213
Candidatus Shapirobacteria bacterium CG10_big_fil_rev_8_21_14_0_10_36_6,#934EE0
Candidatus Shapirobacteria bacterium CG10_big_fil_rev_8_21_14_0_10_38_14,#EBF25A
Candidatus Shapirobacteria bacterium CG10_big_fil_rev_8_21_14_0_10_40_9,#21C3C5
Candidatus Shapirobacteria bacterium CG10_big_fil_rev_8_21_14_0_10_48_15,#9C3ECD
Candidatus Shapirobacteria bacterium CG_4_10_14_0_2_um_filter_40_12,#A5D568
Candidatus Shapirobacteria bacterium CG_4_8_14_3_um_filter_39_11,#DBC13B
Candidatus Shapirobacteria bacterium CG_4_9_14_0_2_um_filter_39_11,#1C85D4
Candidatus Shapirobacteria bacterium CG_4_9_14_0_2_um_filter_40_11,#0E0BF6
Candidatus Shapirobacteria bacterium GW2011_GWE1_38_10,#22A848
Candidatus Shikimatogenerans,#37F1F4
Candidatus Shikimatogenerans silvanidophilus,#22B3D2
Candidatus Similichlamydia,#35F438
Candidatus Similichlamydia epinepheli,#C2E515
Candidatus Soleaferrea,#5E42D7
Candidatus Soleaferrea massiliensis,#F02D57
Candidatus Solibacter,#47CD38
Candidatus Solibacter usitatus,#166FAC
Candidatus Solincola,#13B109
Candidatus Solincola sediminis,#D4420F
Candidatus Spechtbacteria,#EB6DCC
Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_43_30,#35B1C5
Candidatus Spechtbacteria bacterium RIFCSPLOWO2_01_FULL_46_10,#C6E23F
Candidatus Spechtbacteria bacterium RIFCSPLOWO2_02_FULL_38_8,#702EBA
Candidatus Stahlbacteria,#79C633
Candidatus Stahlbacteria bacterium,#54D553
Candidatus Staskawiczbacteria,#A30D1D
Candidatus Staskawiczbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_38_10,#9739C7
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_34_27,#8D35E8
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_36_16,#29AD87
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_39_25,#DE4A4B
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_41_41,#BE199D
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_34_10,#2B37ED
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_34_9,#CFAD0A
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_42_22,#1747B5
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_43_16,#23249A
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_12_FULL_38_11,#492DD8
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_33_13,#1D4FD6
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_33_9,#5ED580
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_37_25b,#68E75A
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_38_12b,#B12CB8
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_43_17b,#2CCECD
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_02_FULL_39_8,#CD407D
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_12_FULL_37_15,#BF6635
Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7,#9F2BB2
Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_38_18,#74C626
Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_19,#7B60DB
Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_39_28,#228098
Candidatus Steffania,#3E8FCE
Candidatus Steffania adelgidicola,#AFD532
Candidatus Stoquefichus,#1FDECB
Candidatus Stoquefichus massiliensis,#B3DE7D
Candidatus Stoquefichus sp. SB1,#60B3D6
Candidatus Sulcia,#1F5691
Candidatus Sulcia muelleri,#E370DF
Candidatus Sulfidibacteriales,#E12159
Candidatus Sulfidibacterium,#E81165
Candidatus Sulfidibacterium hydrothermale,#E4BD75
Candidatus Sulfobium,#EF4DB8
Candidatus Sulfobium mesophilum,#AD0C5E
Candidatus Sulfopaludibacter,#46CE85
Candidatus Sulfopaludibacter sp. SbA3,#56F527
Candidatus Sulfopaludibacter sp. SbA4,#CA0B43
Candidatus Sulfopaludibacter sp. SbA6,#EF6C84
Candidatus Sulfotelmatobacter,#CE467C
Candidatus Sulfotelmatobacter kueseliae,#70E5CB
Candidatus Sulfotelmatobacter sp. SbA7,#09DE46
Candidatus Sulfotelmatomonas,#971BD8
Candidatus Sulfotelmatomonas gaucii,#A7DA24
Candidatus Sulfurimonas baltica,#30D91A
Candidatus Sumerlaea,#DF3F46
Candidatus Sumerlaea chitinivorans,#F4B055
Candidatus Sumerlaeaceae,#2447BB
Candidatus Sumerlaeales,#B3782F
Candidatus Sumerlaeia,#67BA1B
Candidatus Sumerlaeota,#50A0D9
Candidatus Sungbacteria,#4DBCE9
Candidatus Sungbacteria bacterium,#3A71E1
Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_47_32,#8FBA34
Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_47_11,#8D0DF2
Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_49_12,#81F050
Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_52_23,#DF776D
Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_10,#A4123D
