	Ga0540489_genes.fna.	Ga0541010_genes.fna.	Ga0541012_genes.fna.	Ga0541011_genes.fna.	Ga0541014_genes.fna.	Ga0541013_genes.fna.	Ga0541015_genes.fna.	Ga0541016_genes.fna.	Ga0541017_genes.fna.	Ga0541018_genes.fna.	Ga0541019_genes.fna.	Ga0541020_genes.fna.	Ga0541021_genes.fna.	Ga0541022_genes.fna.	Ga0541023_genes.fna.	Ga0541024_genes.fna.	Ga0541025_genes.fna.	Ga0541026_genes.fna.	Ga0541027_genes.fna.	Ga0541028_genes.fna.
OTU04153	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
OTU04154	1	4	2	0	2	1	0	1	0	1	0	2	1	1	3	1	0	0	0	0
OTU04155	13	6	5	3	4	8	4	5	4	1	4	15	3	8	1	3	0	6	5	6
OTU04156	41	203	283	507	60	229	228	67	31	133	336	365	151	347	37	120	43	288	266	205
OTU04157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04158	3	4	8	3	1	3	5	4	3	4	1	3	2	3	9	4	0	5	0	4
OTU04159	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU04160	2	2	2	0	0	3	1	4	1	3	1	3	3	1	2	2	0	0	4	1
OTU04161	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU04162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04163	1	2	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU04164	2	1	3	1	0	4	3	3	5	1	0	0	3	1	1	0	0	1	0	1
OTU04165	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU04166	94	77	133	6	150	166	160	114	121	78	15	126	154	45	121	120	10	41	34	68
OTU04167	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04168	1	8	27	18	4	17	16	5	8	15	8	23	13	11	6	10	1	12	17	16
OTU04169	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU04170	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU04171	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0
OTU04172	2	3	1	0	3	2	2	1	2	1	0	1	8	0	3	5	0	0	0	2
OTU04173	2	2	0	0	0	0	1	1	7	0	0	1	3	0	4	1	1	0	0	0
OTU04174	6	4	14	1	4	20	15	8	18	4	3	15	9	6	15	8	1	4	2	6
OTU04175	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04176	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU04177	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU04178	4	0	3	0	0	0	0	1	3	1	1	0	3	0	2	0	0	1	1	0
OTU04179	5	2	0	0	1	0	1	0	2	0	0	0	3	1	1	3	0	0	1	0
OTU04180	4	1	1	0	0	0	1	0	2	0	0	1	2	0	0	0	0	1	1	0
OTU04181	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU04182	6	2	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU04183	3	3	5	0	1	6	8	2	7	3	2	8	5	4	9	11	1	1	4	1
OTU04184	2	3	1	0	0	0	1	0	3	0	1	2	4	0	0	2	0	1	0	0
OTU04185	19	7	14	16	6	16	11	9	6	8	11	16	10	8	8	7	1	7	9	8
OTU04186	1	2	3	1	4	2	0	3	3	1	0	5	4	0	4	1	1	0	1	2
OTU04187	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU04188	11	4	2	0	0	2	1	2	1	1	0	0	1	0	0	2	0	3	0	0
OTU04189	33	14	14	1	3	2	5	2	32	3	0	3	9	1	13	10	0	2	2	0
OTU04190	3	1	1	1	0	2	1	0	0	0	0	1	0	1	2	1	0	0	1	0
OTU04191	14	5	1	0	0	1	3	2	4	1	1	1	2	1	3	1	0	3	1	1
OTU04192	2	1	0	3	0	0	2	3	3	2	1	0	4	1	1	0	1	1	1	1
OTU04193	5	3	5	5	5	5	5	2	3	3	4	4	7	1	4	1	1	3	1	3
OTU04194	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
OTU04195	1	2	0	0	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0
OTU04196	7	7	2	1	0	4	8	5	44	3	2	7	3	2	13	3	0	3	0	1
OTU04197	7	4	4	0	3	4	4	0	5	2	0	0	3	0	9	0	1	0	1	3
OTU04198	2	1	1	3	1	2	0	0	1	0	0	1	3	3	2	2	0	2	0	0
OTU04199	3	2	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
OTU04200	6	12	9	13	3	11	9	5	5	12	10	16	11	9	2	2	1	7	6	6
OTU04201	3	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
OTU04202	1	2	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU04203	4	3	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0
OTU04204	2	2	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
OTU04205	3	0	0	0	0	0	2	0	5	1	0	0	1	0	1	1	0	0	0	0
OTU04206	1	0	0	0	1	0	0	0	1	1	0	0	1	0	2	0	0	1	0	0
OTU04207	3	0	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	1	0	0
OTU04208	2	4	1	0	3	1	6	4	3	0	2	3	4	0	1	6	1	0	2	4
OTU04209	4	9	15	4	6	13	15	6	26	6	0	20	20	7	11	14	1	6	3	2
OTU04210	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU04211	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
OTU04212	18	5	11	0	0	0	0	1	12	1	1	0	0	0	9	3	0	1	2	1
OTU04213	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU04214	32	25	3	1	0	1	2	0	3	0	0	1	4	0	2	0	0	0	1	0
OTU04215	9	4	2	0	1	2	1	0	4	1	0	0	1	0	4	3	0	0	0	0
OTU04216	1	0	0	0	0	0	0	0	0	2	0	2	1	0	1	1	0	0	0	0
OTU04217	9	1	10	0	0	3	2	0	3	3	0	3	1	0	5	2	0	2	2	6
OTU04218	4	7	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU04219	3	0	1	0	0	0	0	0	10	0	0	1	2	0	4	2	0	0	0	0
OTU04220	2	2	1	0	1	0	1	0	3	0	0	2	4	0	0	2	0	0	1	0
OTU04221	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04222	8	8	2	0	4	0	2	0	3	4	0	3	2	0	2	2	0	0	0	0
OTU04223	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04224	5	2	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0
OTU04225	21	7	1	1	0	0	0	1	0	0	1	0	2	0	4	0	0	1	0	0
OTU04226	1	0	1	1	0	2	0	1	3	1	1	2	3	2	5	2	0	2	2	0
OTU04227	4	5	5	3	4	3	9	4	15	3	0	7	6	4	9	7	0	2	0	3
OTU04228	50	20	8	2	1	2	4	2	6	0	0	6	5	3	6	5	1	1	1	3
OTU04229	1	3	1	1	2	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0
OTU04230	31	16	6	0	2	1	2	0	21	1	0	2	3	2	13	7	0	2	0	0
OTU04231	6	1	5	0	0	1	0	0	5	0	0	2	3	1	8	1	0	3	0	3
OTU04232	6	11	11	9	1	6	4	1	0	4	7	9	4	11	1	2	4	9	3	1
OTU04233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04234	5	3	5	0	1	4	6	1	4	2	1	6	6	1	6	4	0	3	2	2
OTU04235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04236	8	12	21	11	2	19	17	10	10	2	12	21	25	13	17	16	3	8	12	7
OTU04237	2	1	2	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0
OTU04238	20	6	5	0	2	2	2	5	16	0	1	5	8	1	12	7	0	0	2	1
OTU04239	2	1	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	1	0	0
OTU04240	3	2	5	1	5	5	8	5	15	5	0	7	5	3	10	12	0	1	3	4
OTU04241	10	1	1	0	2	1	2	0	1	2	1	1	1	2	0	1	0	1	0	0
OTU04242	9	6	2	0	3	7	9	1	4	3	0	9	5	4	7	6	0	1	1	2
OTU04243	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU04244	6	8	8	6	10	8	13	5	18	5	6	26	22	4	27	20	1	4	3	6
OTU04245	2	3	2	0	0	1	2	0	1	0	0	0	3	0	0	0	0	1	0	0
OTU04246	2	1	1	0	0	2	0	0	0	0	0	2	0	1	0	0	1	1	1	1
OTU04247	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU04248	2	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1
OTU04249	16	63	120	33	50	110	128	44	96	54	36	108	96	59	112	112	9	56	71	42
OTU04250	4	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
OTU04251	1	5	9	0	5	5	5	6	15	4	2	15	19	4	14	14	0	2	3	0
OTU04252	7	5	7	2	4	5	7	2	7	2	2	13	12	3	7	10	0	6	6	1
OTU04253	6	18	30	51	9	33	35	11	12	21	28	47	23	30	9	12	4	27	26	25
OTU04254	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04255	3	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0
OTU04256	4	2	1	1	4	7	10	3	11	3	2	2	10	4	10	10	0	4	3	2
OTU04257	16	11	14	4	14	13	9	8	20	3	4	21	23	5	24	14	1	5	8	4
OTU04258	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU04259	3	1	6	2	1	3	1	2	6	0	1	9	3	0	2	3	1	1	1	3
OTU04260	10	5	3	4	2	5	5	3	8	6	1	2	4	3	6	5	0	1	2	0
OTU04261	2	5	26	7	22	9	12	3	6	5	6	19	12	10	9	13	0	10	7	11
OTU04262	8	9	9	3	12	11	16	3	14	5	5	9	7	3	16	12	2	3	7	9
OTU04263	1	2	1	0	0	0	2	0	2	0	1	0	1	1	2	2	0	2	0	2
OTU04264	4	0	1	0	2	1	2	0	4	1	0	0	2	0	1	3	0	0	1	1
OTU04265	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU04266	10	6	5	3	2	3	0	2	4	0	2	4	4	0	4	1	0	0	1	0
OTU04267	5	0	1	0	1	0	1	0	1	0	0	0	0	2	5	0	0	0	0	0
OTU04268	6	1	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	1	1	0
OTU04269	5	1	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0
OTU04270	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU04271	5	5	2	3	1	8	14	2	12	4	2	6	11	0	4	2	0	3	2	3
OTU04272	1	0	2	1	1	2	3	2	0	1	1	1	1	1	1	0	0	0	0	1
OTU04273	12	7	2	0	2	1	5	7	9	1	1	2	7	2	6	3	0	3	3	2
OTU04274	1	0	6	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0
OTU04275	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0
OTU04276	3	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	0
OTU04277	2	2	0	0	0	2	0	0	2	0	0	1	1	0	1	0	0	0	0	0
OTU04278	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0
OTU04279	96	91	109	3	146	102	137	97	947	42	6	846	934	19	1064	789	3	22	11	9
OTU04280	9	1	1	1	0	1	0	0	9	0	0	2	3	0	3	3	0	0	0	0
OTU04281	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04282	8	4	13	0	4	6	10	0	25	1	3	7	17	3	16	8	0	1	3	3
OTU04283	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU04284	2	1	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0
OTU04285	3	6	1	0	3	1	3	1	7	2	0	6	2	0	5	1	0	1	0	0
OTU04286	7	3	4	0	7	2	5	2	3	2	0	3	8	1	5	5	0	2	1	0
OTU04287	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU04288	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU04289	2	1	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0
OTU04290	3	4	3	0	4	2	1	2	2	3	2	0	0	1	3	5	0	1	2	4
OTU04291	6	2	10	3	9	7	15	13	9	5	4	11	24	3	12	9	0	5	8	6
OTU04292	2	8	6	0	6	8	7	3	10	1	1	7	13	2	13	12	0	2	3	1
OTU04293	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU04294	1	1	1	1	0	1	2	0	1	1	0	1	0	2	1	1	0	0	0	1
OTU04295	4	7	49	7	24	64	62	46	109	13	1	82	87	9	54	36	0	6	10	7
OTU04296	2	0	1	1	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0
OTU04297	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04298	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04299	4	1	1	0	1	1	1	0	3	0	0	1	0	0	1	0	0	0	0	0
OTU04300	1	0	2	0	0	0	1	0	1	0	0	1	2	0	2	1	0	1	2	1
OTU04301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU04302	4	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0
OTU04303	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU04304	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU04305	14	25	48	9	32	41	70	28	57	24	14	31	57	22	51	44	2	22	25	21
OTU04306	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU04307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04308	4	2	2	4	0	2	3	1	2	1	1	7	1	1	6	3	1	2	2	0
OTU04309	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU04310	1	1	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	1	0
OTU04311	2	4	2	0	2	2	1	0	3	1	1	1	1	1	5	1	0	0	0	1
OTU04312	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU04313	9	5	10	2	2	11	4	0	8	2	2	8	7	4	18	3	1	1	1	3
OTU04314	7	2	4	1	2	7	4	3	3	1	3	10	6	4	13	4	0	0	1	1
OTU04315	3	2	1	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0
OTU04316	5	3	3	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	1	0
OTU04317	3	3	2	0	1	0	0	0	0	0	1	0	1	3	0	1	1	1	2	3
OTU04318	2	1	0	0	0	0	0	0	2	0	0	1	2	1	3	2	0	0	0	1
OTU04319	6	5	0	1	6	1	1	1	6	6	0	3	4	2	8	8	1	1	0	1
OTU04320	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04321	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU04322	4	4	3	2	3	5	5	1	3	3	3	2	4	2	2	5	0	0	5	2
OTU04323	3	7	8	22	2	11	11	3	2	6	14	13	4	11	0	4	1	18	16	6
OTU04324	1	0	4	1	0	1	0	1	1	1	1	0	1	1	3	0	1	1	2	1
OTU04325	28	23	25	12	30	58	60	35	51	15	3	36	50	15	40	36	1	15	21	19
OTU04326	4	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0
OTU04327	1	1	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0
OTU04328	1	4	3	0	2	1	5	2	3	2	0	3	5	0	6	3	0	1	0	2
OTU04329	21	12	12	4	2	6	7	2	16	0	6	11	15	13	14	11	0	9	11	5
OTU04330	9	12	18	8	1	16	14	9	7	5	9	11	24	19	21	15	2	10	11	10
OTU04331	1	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
OTU04332	7	4	1	1	1	3	2	0	1	0	3	1	3	2	2	4	0	2	2	0
OTU04333	7	5	1	0	3	0	1	0	2	0	0	1	1	0	5	1	0	0	0	0
OTU04334	12	70	169	36	35	109	119	41	59	64	41	108	93	92	96	111	9	51	71	56
OTU04335	3	5	3	0	3	3	2	2	5	2	0	2	5	0	7	4	0	1	1	1
OTU04336	4	2	1	0	0	0	0	1	3	0	1	0	0	0	2	1	0	0	0	0
OTU04337	21	11	3	0	2	3	4	1	11	2	3	1	3	1	9	8	0	7	3	4
OTU04338	3	0	2	1	2	1	3	0	14	2	1	1	1	3	5	7	0	0	1	1
OTU04339	1	3	0	1	0	1	4	1	1	0	0	1	1	3	3	3	1	0	2	0
OTU04340	5	2	0	0	1	0	2	0	2	0	0	1	1	0	1	0	0	0	0	0
OTU04341	1	1	0	0	0	0	2	1	0	1	1	3	1	0	2	0	1	0	0	0
OTU04342	53	50	33	8	20	54	36	23	84	24	6	34	60	24	66	53	1	10	10	17
OTU04343	1	2	1	0	0	0	0	0	1	0	0	1	1	0	4	0	0	1	0	0
OTU04344	3	0	2	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0
OTU04345	23	18	8	1	8	17	10	5	17	4	3	10	14	3	21	17	2	2	3	3
OTU04346	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU04347	13	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU04348	13	2	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	1	0	0
OTU04349	2	2	3	0	0	1	0	0	2	1	0	0	2	0	3	0	0	1	1	1
OTU04350	1	0	2	1	1	0	2	0	3	0	0	3	2	1	0	1	0	1	0	0
OTU04351	5	1	1	2	1	1	0	0	3	0	1	4	7	2	3	5	0	4	0	0
OTU04352	9	26	44	17	14	28	35	11	9	27	53	32	16	56	3	18	6	39	24	53
OTU04353	3	9	3	5	2	4	5	3	7	2	0	11	8	2	12	10	0	0	1	2
OTU04354	10	8	13	2	3	4	6	2	26	2	2	5	15	0	26	10	0	1	1	1
OTU04355	94	48	12	1	3	4	7	3	2	4	1	5	2	4	14	8	0	3	3	6
OTU04356	2	4	1	1	0	5	1	1	0	2	1	1	0	3	2	1	0	0	4	2
OTU04357	5	8	6	0	3	6	2	3	6	6	1	4	14	1	12	10	0	1	4	1
OTU04358	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04359	11	7	8	2	3	4	12	7	10	1	6	16	29	11	10	9	2	7	5	4
OTU04360	1	1	1	0	1	2	0	1	1	0	1	0	1	1	0	1	0	0	0	0
OTU04361	9	9	9	5	6	13	11	2	4	6	4	18	12	7	6	15	0	2	4	3
OTU04362	3	3	3	1	1	1	2	1	2	0	1	1	3	2	1	3	1	1	1	4
OTU04363	1	0	0	0	0	2	1	0	1	1	0	1	0	0	0	1	0	0	0	0
OTU04364	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
OTU04365	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04366	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04367	3	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU04368	2	0	3	0	0	0	0	0	3	1	0	1	5	0	4	2	0	0	0	0
OTU04369	1	0	1	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0
OTU04370	9	7	7	2	5	7	9	2	12	1	6	9	5	2	6	7	1	9	6	4
OTU04371	5	5	8	5	4	5	3	3	6	3	2	10	8	3	4	2	1	5	3	4
OTU04372	47	7	0	1	0	0	2	0	0	0	0	1	1	0	4	1	0	2	0	0
OTU04373	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU04374	13	25	67	10	21	43	53	24	30	39	16	43	47	41	51	48	6	24	30	25
OTU04375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04376	21	6	8	0	1	1	2	0	10	1	0	1	2	0	6	1	0	0	0	1
OTU04377	1	2	0	0	1	0	0	2	0	1	0	0	0	0	1	1	0	0	3	0
OTU04378	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU04379	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
OTU04380	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU04381	5	4	1	0	1	4	2	3	7	0	0	5	7	3	4	5	0	1	0	0
OTU04382	4	1	0	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0
OTU04383	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU04384	20	784	1026	1025	765	1374	1736	855	197	1537	1340	1741	1036	1527	183	679	213	1399	1141	825
OTU04385	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU04386	4	1	1	0	1	0	0	0	0	1	2	2	1	0	1	0	0	0	0	1
OTU04387	8	8	0	1	2	0	0	0	0	1	0	2	0	1	6	3	0	1	0	1
OTU04388	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU04389	5	2	8	0	8	3	7	4	11	3	4	12	19	2	17	19	0	3	2	2
OTU04390	3	2	0	1	1	2	2	2	4	0	0	2	4	2	1	2	0	2	1	5
OTU04391	2	0	0	0	1	0	1	0	1	0	1	1	1	0	5	1	0	0	0	0
OTU04392	4	3	2	2	1	4	4	2	2	2	1	3	2	3	3	5	1	3	1	1
OTU04393	2	1	1	0	0	1	2	0	4	0	1	2	1	0	2	3	0	1	0	3
OTU04394	4	3	1	1	0	2	3	0	4	0	0	3	6	0	3	1	1	1	0	0
OTU04395	2	2	2	0	0	3	1	0	2	1	1	2	1	1	1	1	0	0	0	0
OTU04396	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU04397	3	1	1	1	2	0	1	3	7	1	1	8	3	0	9	5	0	0	2	2
OTU04398	11	11	15	0	13	11	9	16	24	3	3	33	27	3	36	27	0	4	1	4
OTU04399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04400	14	11	4	0	3	4	1	2	4	2	1	4	2	1	8	6	0	0	1	0
OTU04401	3	3	0	0	0	0	1	0	1	1	0	1	4	0	0	2	0	1	1	0
OTU04402	3	2	1	0	0	0	0	0	0	0	0	1	2	1	0	3	0	0	0	0
OTU04403	1	1	1	0	0	2	4	0	1	0	0	2	0	2	0	3	1	2	1	1
OTU04404	2	2	3	0	2	1	4	1	2	0	0	0	4	2	5	5	1	0	0	2
OTU04405	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU04406	7	2	1	0	1	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0
OTU04407	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU04408	2	1	0	0	1	2	3	0	13	0	1	3	2	0	6	2	0	0	1	0
OTU04409	4	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
OTU04410	2	2	0	0	0	0	3	0	1	1	1	1	3	1	1	3	1	0	1	0
OTU04411	1	0	0	0	1	0	0	1	2	0	0	3	1	1	0	0	0	0	1	1
OTU04412	26	27	13	1	8	13	13	7	20	10	3	28	25	5	53	27	2	2	2	1
OTU04413	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU04414	5	3	0	0	1	2	1	2	4	0	0	4	2	0	1	2	0	1	0	0
OTU04415	6	4	0	0	0	0	1	0	1	1	0	2	1	0	0	1	0	0	0	0
OTU04416	9	12	31	6	25	49	59	20	55	21	5	61	69	23	55	55	0	8	9	20
OTU04417	7	4	1	0	3	0	2	1	1	0	0	3	3	1	2	1	0	1	1	1
OTU04418	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU04419	16	5	5	0	1	5	6	2	85	4	0	8	5	5	26	8	0	1	2	2
OTU04420	3	7	21	5	11	15	19	6	27	14	4	16	22	11	17	19	0	6	7	3
OTU04421	3	0	1	0	1	4	2	1	2	0	1	2	0	1	1	4	1	0	0	1
OTU04422	7	4	7	2	1	6	8	5	7	3	3	6	11	3	9	4	0	4	5	2
OTU04423	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU04424	11	3	2	0	1	0	4	2	3	2	0	2	2	1	5	2	0	2	1	0
OTU04425	2	3	1	0	0	1	1	0	1	0	0	0	3	1	1	1	0	0	1	0
OTU04426	3	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0
OTU04427	10	2	1	0	1	2	4	1	3	1	0	5	4	0	3	5	0	0	0	0
OTU04428	3	9	23	9	6	11	14	5	10	13	11	16	14	15	4	5	0	11	15	12
OTU04429	1	0	2	0	0	0	1	1	2	0	0	2	3	1	3	4	0	0	2	0
OTU04430	2	0	19	0	1	3	2	1	0	4	0	3	2	0	0	1	0	1	0	0
OTU04431	2	3	2	0	1	4	1	1	2	0	0	3	2	1	3	6	0	1	0	1
OTU04432	3	0	2	0	1	1	1	0	2	0	0	1	0	1	1	0	0	1	0	0
OTU04433	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU04434	4	0	0	0	1	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0
OTU04435	5	11	5	1	4	7	9	3	19	7	4	16	19	5	21	9	0	2	4	2
OTU04436	2	4	6	1	1	8	6	7	2	2	1	7	13	2	8	8	1	6	4	2
OTU04437	11	10	13	3	5	17	21	8	21	4	6	18	16	7	11	11	0	6	3	5
OTU04438	2	0	0	0	0	0	2	1	2	0	0	1	2	0	1	1	0	1	0	0
OTU04439	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU04440	13	1	5	1	0	1	1	0	3	0	0	0	0	1	5	0	0	0	0	0
OTU04441	9	12	11	4	2	8	6	1	9	2	1	4	8	10	7	6	0	5	5	2
OTU04442	1	0	3	3	2	5	1	3	3	3	7	3	0	3	0	0	1	3	1	1
OTU04443	1	0	1	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0
OTU04444	10	4	5	0	0	6	2	1	4	1	0	1	1	0	2	1	0	1	0	0
OTU04445	12	10	3	1	5	3	3	0	2	2	3	4	3	1	5	8	0	2	1	1
OTU04446	7	1	13	0	0	0	0	0	4	0	1	0	0	0	3	1	0	0	1	2
OTU04447	3	1	1	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0
OTU04448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU04449	2	3	2	0	0	1	0	0	1	1	0	0	1	1	3	2	0	0	1	0
