	Domain	Phylum	Class	Order	Family	Genus	Species
OTU15703	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Sulfurovaceae	 Sulfurovum	 Sulfurovum sp. NBC37-1
OTU15704	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter sp. IS2118
OTU15705	Eukaryota	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Pichiaceae	 Ogataea	 NA
OTU15706	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Propionibacteriaceae	 Tessaracoccus	 Tessaracoccus sp. MC1679
OTU15707	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	 Variovorax sp. VRV01
OTU15708	Archaea	 Euryarchaeota	 Halobacteria	 Haloferacales	 Haloferacaceae	 Haloferax	 Haloferax profundi
OTU15709	Bacteria	 Candidatus Zambryskibacteria	 NA	 NA	 NA	 NA	 Candidatus Zambryskibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_42_12
OTU15710	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Pseudosulfitobacter	 Pseudosulfitobacter sp. DSM 107133
OTU15711	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosarcinaceae	 NA	 NA
OTU15712	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio sp. C7
OTU15713	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 Mesorhizobium sp. GbtcB19
OTU15714	Eukaryota	 Mucoromycota	 Umbelopsidomycetes	 Umbelopsidales	 Umbelopsidaceae	 Umbelopsis	 NA
OTU15715	Bacteria	 Cyanobacteria	 NA	 Chroococcales	 Aphanothecaceae	 Candidatus Atelocyanobacterium	 Candidatus Atelocyanobacterium thalassa
OTU15716	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidiphilium	 Acidiphilium sp. 21-66-27
OTU15717	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Orbales	 Orbaceae	 Candidatus Schmidhempelia	 Candidatus Schmidhempelia bombi
OTU15718	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus uliginis
OTU15719	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Oryzomonas	 Oryzomonas japonica
OTU15720	Bacteria	 Candidatus Yanofskybacteria	 NA	 NA	 NA	 NA	 Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_01_FULL_41_34
OTU15721	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Massilibacteroides	 Massilibacteroides vaginae
OTU15722	Archaea	 Candidatus Thermoplasmatota	 Thermoplasmata	 NA	 NA	 NA	 Thermoplasmata archaeon M9B1D
OTU15723	Bacteria	 Ignavibacteriae	 Ignavibacteria	 NA	 NA	 NA	 Ignavibacteria bacterium GWC2_36_12
OTU15724	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium	 Eubacterium sp. An11
OTU15725	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Frisingicoccus	 Frisingicoccus caecimuris
OTU15726	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Rhodopseudomonas	 Rhodopseudomonas sp. WA056
OTU15727	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Lutimonas	 Lutimonas saemankumensis
OTU15728	Bacteria	 Cyanobacteria	 NA	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus sp. PCC 7335
OTU15729	Eukaryota	 Ascomycota	 Sordariomycetes	 Coniochaetales	 Coniochaetaceae	 Coniochaeta	 Coniochaeta pulveracea
OTU15730	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus donghaensis
OTU15731	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfohalobiaceae	 Desulfonatronospira	 Desulfonatronospira sp. MSAO_Bac3
OTU15732	Eukaryota	 Heterolobosea	 NA	 NA	 Vahlkampfiidae	 Naegleria	 Naegleria gruberi
OTU15733	Bacteria	 Proteobacteria	 Betaproteobacteria	 NA	 NA	 NA	 Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_68_150
OTU15734	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Agromyces	 Agromyces sp. Soil535
OTU15735	Archaea	 Candidatus Micrarchaeota	 NA	 NA	 NA	 NA	 Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_45_29
OTU15736	Bacteria	 Bacteroidetes	 Bacteroidia	 Marinilabiliales	 Prolixibacteraceae	 Prolixibacter	 Prolixibacter sp. SD074
OTU15737	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Selenomonadaceae	 Selenomonas	 Selenomonas sp. F0473
OTU15738	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Desulfuromonadaceae	 Desulfuromonas	 Desulfuromonas acetoxidans
OTU15739	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Proteiniclasticum	 Proteiniclasticum aestuarii
OTU15740	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium (Candidatus Ratteibacteria) CG_4_10_14_3_um_filter_41_18
OTU15741	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Ethanoligenens	 Ethanoligenens harbinense
OTU15742	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 Algoriphagus	 Algoriphagus iocasae
OTU15743	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Cohnella	 Cohnella thermotolerans
OTU15744	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylococcaceae	 Methylomonas	 Methylomonas albis
OTU15745	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium sp. D33
OTU15746	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Catenibacillus	 Catenibacillus scindens
OTU15747	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter	 Lysobacter sp. H23M47
OTU15748	Archaea	 Euryarchaeota	 Halobacteria	 Halobacteriales	 Haloarculaceae	 Halorientalis	 Halorientalis regularis
OTU15749	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Trinickia	 Trinickia fusca
OTU15750	Bacteria	 Elusimicrobia	 NA	 NA	 NA	 NA	 Elusimicrobia bacterium GWC2_65_9
OTU15751	Bacteria	 Chloroflexi	 NA	 NA	 NA	 NA	 uncultured Chloroflexi bacterium HF0200_09I09
OTU15752	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Fontibacillus	 Fontibacillus solani
OTU15753	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Coprobacillaceae	 Coprobacillus	 NA
OTU15754	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Afifellaceae	 Afifella	 Afifella sp. H1R
OTU15755	Bacteria	 Bacteroidetes	 NA	 NA	 NA	 NA	 Bacteroidetes bacterium RBG_13_44_24
OTU15756	Bacteria	 candidate division Zixibacteria	 NA	 NA	 NA	 NA	 candidate division Zixibacteria bacterium 4484_95
OTU15757	Bacteria	 Nitrospirae	 NA	 NA	 NA	 NA	 Nitrospirae bacterium RIFOXYA2_FULL_44_9
OTU15758	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter phyllosphaerae
OTU15759	Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	 Thermococcus siculi
OTU15760	Bacteria	 Cyanobacteria	 NA	 Pseudanabaenales	 Thermosynechococcaceae	 Thermosynechococcus	 Thermosynechococcus sp. CL-1
OTU15761	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Alsobacteraceae	 Alsobacter	 NA
OTU15762	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides sp. BX2
OTU15763	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Sporolactobacillaceae	 Sporolactobacillus	 Sporolactobacillus sp. THM7-7
OTU15764	Bacteria	 Candidatus Gottesmanbacteria	 NA	 NA	 NA	 NA	 Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_46_9
OTU15765	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	 Halomonas sp. BC1
OTU15766	Bacteria	 Firmicutes	 Tissierellia	 NA	 NA	 NA	 NA
OTU15767	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Porticoccaceae	 NA	 gamma proteobacterium HTCC2207
OTU15768	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus massiliigabonensis
OTU15769	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Alkaliphilus	 Alkaliphilus oremlandii
OTU15770	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Spirosomaceae	 Dyadobacter	 Dyadobacter sp. CY323
OTU15771	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Rubellimicrobium	 Rubellimicrobium roseum
OTU15772	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. Leaf33
OTU15773	Bacteria	 NA	 NA	 NA	 NA	 NA	 Parcubacteria group bacterium Athens0714_25
OTU15774	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Lentibacillus	 Lentibacillus sp. CBA3610
OTU15775	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingosinicellaceae	 Polymorphobacter	 NA
OTU15776	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Hydrogenimonaceae	 Hydrogenimonas	 Hydrogenimonas urashimensis
OTU15777	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Kribbellaceae	 Kribbella	 Kribbella sp. VKM Ac-2575
OTU15778	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium sp. GA-1199
OTU15779	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium oryzae
OTU15780	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Syntrophomonadaceae	 Syntrophomonas	 NA
OTU15781	Eukaryota	 Microsporidia	 NA	 NA	 Enterocytozoonidae	 Enterospora	 Enterospora canceri
OTU15782	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus sp. FSL R7-269
OTU15783	Bacteria	 Candidatus Sungbacteria	 NA	 NA	 NA	 NA	 Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_52_23
OTU15784	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium luticocti
OTU15785	Archaea	 Euryarchaeota	 Halobacteria	 Haloferacales	 Haloferacaceae	 Halogranum	 Halogranum amylolyticum
OTU15786	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Adhaeribacter	 Adhaeribacter rhizoryzae
OTU15787	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Gordoniaceae	 Gordonia	 Gordonia sp. WA4-43
OTU15788	Archaea	 Candidatus Thermoplasmatota	 Thermoplasmata	 NA	 NA	 NA	 Thermoplasmata archaeon M11B2D
OTU15789	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 NA	 Exiguobacterium	 Exiguobacterium sp. s130
OTU15790	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Propionibacteriaceae	 Desertihabitans	 Desertihabitans brevis
OTU15791	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Kribbellaceae	 Kribbella	 Kribbella sp. VKM Ac-2573
OTU15792	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Hafniaceae	 Hafnia	 NA
OTU15793	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Roseitalea	 Roseitalea porphyridii
OTU15794	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides distasonis
OTU15795	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Leisingera	 Leisingera daeponensis
OTU15796	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Agromyces	 Agromyces intestinalis
OTU15797	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Parapedobacter	 Parapedobacter pyrenivorans
OTU15798	Bacteria	 Fusobacteria	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia sanguinegens
OTU15799	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. Ru71
OTU15800	Bacteria	 Firmicutes	 NA	 NA	 NA	 NA	 uncultured Firmicutes bacterium
OTU15801	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Rummeliibacillus	 NA
OTU15802	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Acetivibrio	 Acetivibrio cellulolyticus
OTU15803	Bacteria	 Candidatus Marinimicrobia	 NA	 NA	 NA	 NA	 Candidatus Marinimicrobia bacterium MT.SAG.3
OTU15804	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Carnobacteriaceae	 Trichococcus	 Trichococcus palustris
OTU15805	Bacteria	 Cyanobacteria	 NA	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus sp. PCC 8807
OTU15806	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Polynucleobacter	 Polynucleobacter sp. AM-26B4
OTU15807	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Saccharomonospora	 Saccharomonospora viridis
OTU15808	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. R-74633
OTU15809	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium sp. ML3W
OTU15810	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Hoeflea	 NA
OTU15811	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium RM5
OTU15812	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Capnocytophaga	 Capnocytophaga sp. oral taxon 332
OTU15813	Bacteria	 Candidatus Beckwithbacteria	 NA	 NA	 NA	 NA	 Candidatus Beckwithbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_34_10
OTU15814	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobacteraceae	 NA	 Desulfobacteraceae bacterium 4572_19
OTU15815	Bacteria	 Cyanobacteria	 NA	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus sp. CBW1108
OTU15816	Eukaryota	 Mucoromycota	 Mucoromycetes	 Mucorales	 Mucoraceae	 NA	 NA
OTU15817	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Ketogulonicigenium	 NA
OTU15818	Bacteria	 Proteobacteria	 Deltaproteobacteria	 NA	 NA	 NA	 Deltaproteobacteria bacterium HGW-Deltaproteobacteria-7
OTU15819	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces olivoreticuli
OTU15820	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobulbaceae	 Candidatus Electrothrix	 Candidatus Electrothrix aarhusiensis
OTU15821	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Subdoligranulum	 Subdoligranulum sp.
OTU15822	Bacteria	 Lentisphaerae	 Lentisphaeria	 Victivallales	 Victivallaceae	 Victivallis	 Victivallis lenta
OTU15823	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Falsirhodobacter	 Falsirhodobacter deserti
OTU15824	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Spirosomaceae	 Dyadobacter	 Dyadobacter endophyticus
OTU15825	Bacteria	 Candidatus Nealsonbacteria	 NA	 NA	 NA	 NA	 Candidatus Nealsonbacteria bacterium CG02_land_8_20_14_3_00_40_11
OTU15826	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Treponemataceae	 Treponema	 Treponema berlinense
OTU15827	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium fungisolvens
OTU15828	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora sp. D93
OTU15829	Eukaryota	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Debaryomycetaceae	 Candida	 Candida maltosa
OTU15830	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Peptostreptococcaceae	 Clostridioides	 NA
OTU15831	Bacteria	 Chloroflexi	 NA	 NA	 NA	 NA	 SAR202 cluster bacterium Ae2-Chloro-G2
OTU15832	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Compostibacillus	 Compostibacillus humi
OTU15833	Bacteria	 Candidatus Nomurabacteria	 NA	 NA	 NA	 NA	 Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_46_14
OTU15834	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Aquimarina	 Aquimarina algicola
OTU15835	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosarcinaceae	 Methanimicrococcus	 Methanimicrococcus blatticola
OTU15836	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Roseovarius	 NA
OTU15837	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Dysgonomonadaceae	 NA	 Dysgonomonadaceae bacterium zrk40
OTU15838	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Reichenbachiellaceae	 Reichenbachiella	 Reichenbachiella faecimaris
OTU15839	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Roseovarius	 Roseovarius spongiae
OTU15840	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Comamonas	 Comamonas suwonensis
OTU15841	Bacteria	 Candidatus Wildermuthbacteria	 NA	 NA	 NA	 NA	 Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_12_FULL_40_12
OTU15842	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 NA	 Burkholderiales bacterium PBB4
OTU15843	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium sp. URHB0044
OTU15844	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium homopropionicum
OTU15845	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Pusillimonas (ex Stolz et al. 2005)	 Pusillimonas minor
OTU15846	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	 Lentilactobacillus senioris
OTU15847	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Agreia	 Agreia sp. COWG
OTU15848	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 NA	 Rhodobacteraceae bacterium HIMB11
OTU15849	Bacteria	 Actinobacteria	 Coriobacteriia	 Eggerthellales	 Eggerthellaceae	 Eggerthella	 Eggerthella sp. CAG:209
OTU15850	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Priestia	 Priestia endophytica
OTU15851	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Rhizobium	 Rhizobium viscosum
OTU15852	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Nautiliales	 Nautiliaceae	 Nautilia	 Nautilia profundicola
OTU15853	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Sporomusaceae	 Sporomusa	 Sporomusa sp. GT1
OTU15854	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Geobacillus	 Geobacillus sp. JS12
OTU15855	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae	 Oceanimonas	 Oceanimonas smirnovii
OTU15856	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylorubrum	 Methylorubrum populi
OTU15857	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Azospirillaceae	 Azospirillum	 Azospirillum melinis
OTU15858	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Pseudacidovorax	 Pseudacidovorax sp. NFM-22
OTU15859	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Spirosoma	 Spirosoma endbachense
OTU15860	Archaea	 Thaumarchaeota	 NA	 NA	 NA	 NA	 uncultured marine thaumarchaeote KM3_54_G03
OTU15861	Bacteria	 Bacteroidetes	 Saprospiria	 Saprospirales	 Lewinellaceae	 Lewinella	 Lewinella maritima
OTU15862	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Alteromonadaceae	 NA	 Alteromonadaceae bacterium TMED101
OTU15863	Bacteria	 Bacteroidetes	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Arachidicoccus	 Arachidicoccus sp. B3-10
OTU15864	Eukaryota	 Basidiomycota	 Agaricomycetes	 Auriculariales	 Auriculariaceae	 Auricularia	 Auricularia subglabra
OTU15865	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Azospirillaceae	 Azospirillum	 Azospirillum sp. CAG:239
OTU15866	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae	 Aeromonas	 Aeromonas hydrophila
OTU15867	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Spirosoma	 Spirosoma montaniterrae
OTU15868	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	 Shewanella gelidii
OTU15869	Bacteria	 Actinobacteria	 Actinomycetia	 NA	 NA	 NA	 Actinobacteria bacterium OV450
OTU15870	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Sanguibacteraceae	 Sanguibacter	 Sanguibacter massiliensis
OTU15871	Bacteria	 Candidatus Chisholmbacteria	 NA	 NA	 NA	 NA	 Candidatus Chisholmbacteria bacterium RIFCSPLOWO2_01_FULL_49_14
OTU15872	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidiphilium	 Acidiphilium sp. 20-67-58
OTU15873	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 NA	 Wohlfahrtiimonas	 Wohlfahrtiimonas chitiniclastica
OTU15874	Bacteria	 Firmicutes	 Negativicutes	 Acidaminococcales	 Acidaminococcaceae	 Succinispira	 Succinispira mobilis
OTU15875	Bacteria	 Deinococcus-Thermus	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus cellulosilyticus
OTU15876	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 NA	 Geomicrobium	 Geomicrobium sediminis
OTU15877	Viruses	 Uroviricota	 Caudoviricetes	 Caudovirales	 Schitoviridae	 Zicotriavirus	 NA
OTU15878	Bacteria	 Chloroflexi	 Dehalococcoidia	 NA	 NA	 NA	 uncultured Dehalococcoidia bacterium
OTU15879	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium paraintracellulare
OTU15880	Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halanaerobium	 Halanaerobium sp. MA284_MarDTE_T2
OTU15881	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Actinobacillus	 Actinobacillus lignieresii
OTU15882	Archaea	 Euryarchaeota	 Methanobacteria	 Methanobacteriales	 Methanobacteriaceae	 Methanobrevibacter	 Methanobrevibacter woesei
OTU15883	Bacteria	 Candidatus Daviesbacteria	 NA	 NA	 NA	 NA	 Candidatus Daviesbacteria bacterium GW2011_GWB1_41_5
OTU15884	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus spiritus
OTU15885	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 NA	 NA	 Sphingomonadales bacterium CG_4_10_14_3_um_filter_58_15
OTU15886	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 Acholeplasma equirhinis
OTU15887	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. SID2999
OTU15888	Eukaryota	 Basidiomycota	 Agaricomycetes	 Agaricales	 Hymenogastraceae	 Gymnopilus	 Gymnopilus junonius
OTU15889	Bacteria	 Spirochaetes	 NA	 NA	 NA	 NA	 Spirochaetae bacterium HGW-Spirochaetae-6
OTU15890	Bacteria	 Candidatus Levybacteria	 NA	 NA	 NA	 NA	 Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_36_13
OTU15891	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Oceaniradius	 Oceaniradius stylonematis
OTU15892	Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Palaeococcus	 Palaeococcus ferrophilus
OTU15893	Bacteria	 NA	 NA	 NA	 NA	 NA	 uncultured bacterium CSLF42
